Date,GOOGL,AMZN,WMT,XOM,BRK,JNJ,UPS,AAPL,LIN,AMT,NEE
20200918,"1,458.48","2,949.02",136.3,37.25,220.22,148.31,161.33,107.5,247.86,245.95,278.18
20200917,"1,487.04","3,008.73",136.69,37.8,218.05,147.17,159.75,110.34,250.39,250.73,279.52
20200916,"1,512.09","3,078.10",136.26,37.81,219.59,148.4,159.87,112.13,248.84,263.29,280.35
20200915,"1,535.12","3,156.13",137.36,36.27,218.94,148.89,161.53,115.54,250.73,263.75,295.7
20200914,"1,508.83","3,102.97",137.32,36.66,219.94,148.35,160.14,115.36,251.25,253.9,281.92
20200911,"1,515.76","3,116.22",136.7,36.9,217.93,147.78,158.87,112,250.17,249.79,278.15
20200910,"1,526.05","3,175.11",136.81,37,217.8,146.91,157.89,113.49,247.29,248.38,276.91
20200909,"1,547.23","3,268.61",139.89,37.95,219.63,149.7,159.8,117.32,251.15,252.42,282.37
20200908,"1,523.60","3,149.84",138.45,38.18,217.8,147.26,156.45,112.82,243.05,246.81,277.91
20200904,"1,581.21","3,294.62",142.83,39.08,218.32,148.59,160.78,120.96,247.7,249.98,277.32
20200903,"1,629.51","3,368.00",144.54,39.11,218.15,149.55,158.02,120.88,250.45,252.32,280.59
20200902,"1,717.39","3,531.45",147.68,39.19,221.68,153.83,165.78,131.4,260.23,256.5,288.26
20200901,"1,655.08","3,499.12",147.59,39.43,218.55,151.52,162.65,134.18,256.94,248.03,277.13
20200831,"1,629.53","3,450.96",138.85,39.94,218.04,153.41,163.62,129.04,249.74,249.15,279.17
20200828,"1,639.43","3,401.80",140.3,40.69,218.55,153.64,162.36,124.81,253.57,249.59,279.55
20200827,"1,628.52","3,400.00",136.63,39.74,216.87,152.98,160.21,125.01,250.93,247.97,278.88
20200826,"1,644.13","3,441.85",130.7,40.01,214.66,152.3,158.9,126.52,252.88,246.97,279
20200825,"1,605.85","3,346.49",130.63,40.88,213.35,152.06,159.04,124.83,250.08,246.41,281.31
20200824,"1,585.15","3,307.46",131.33,42.22,212.61,152.15,160.35,125.86,248.91,245.44,282.63
20200821,"1,575.57","3,284.72",131.63,41.01,207.43,152.76,159.03,124.37,244.3,249.34,282.41
20200820,"1,576.25","3,297.37",130.57,41.32,206.12,151.42,159.55,118.28,245.31,247.68,282.11
20200819,"1,544.61","3,260.48",132.41,41.96,207.21,150.39,160.34,115.71,247.24,245.23,282.34
20200818,"1,555.78","3,312.49",134.71,42.43,208.33,150.09,159.99,115.56,246.88,252.55,283.05
20200817,"1,516.24","3,182.41",135.6,42.64,206.78,148.99,160.3,114.61,248.43,250.91,282.99
20200814,"1,504.63","3,148.02",132.6,43.2,210.96,148.24,160.74,114.91,248.5,250.12,280.5
20200813,"1,516.65","3,161.02",131.85,43.01,211.98,148,159.29,115.01,249.24,250.73,284.4
20200812,"1,507.24","3,162.24",131.89,44.09,213.24,149.66,157.79,113.01,248.63,251.3,284.59
20200811,"1,480.54","3,080.67",130.2,44.97,212.66,146.97,155.85,109.38,244.85,246.2,277.79
20200810,"1,496.82","3,148.16",131.88,44.51,212.58,148.03,159.59,112.73,243.34,253.41,283.64
20200807,"1,498.37","3,167.46",129.97,43.44,209.48,148.6,156.9,111.11,245.31,257.61,287.78
20200806,"1,504.95","3,225.00",129.35,43.64,205.02,147.55,145.47,113.9,246.66,255.51,282.81
20200805,"1,479.09","3,205.03",129.81,43.85,203.62,148.4,145.08,110.06,248.27,255.29,283.78
20200804,"1,473.30","3,138.83",131.64,43.47,200.24,147.22,144.72,109.67,243.85,260.17,285.05
20200803,"1,482.76","3,111.89",129.3,42.25,199.26,147.35,142.18,108.94,244.31,256.58,277.59
20200731,"1,487.95","3,164.68",129.4,42.08,195.78,145.76,142.76,106.26,245.11,261.39,280.7
20200730,"1,538.37","3,051.88",130.12,41.87,194.3,146.84,141.46,96.19,242.02,262.49,282.34
20200729,"1,523.51","3,033.53",130.69,44.03,196.41,146.54,123.68,95.04,244.71,271.29,281.44
20200728,"1,503.65","3,000.33",131.76,43.55,194.12,146.83,119.62,93.25,243.7,266.8,280.04
20200727,"1,529.43","3,055.21",131.21,44.07,192.14,147.18,121.01,94.81,246.86,260.31,277.63
20200724,"1,508.21","3,008.91",131.24,43.43,194.52,148.12,118.35,92.62,244.07,256.33,280.25
20200723,"1,516.75","2,986.55",131.64,43.7,193.25,149.61,118.14,92.85,245.98,257.9,280.97
20200722,"1,564.85","3,099.91",132.66,43.61,192.1,150.01,118.72,97.27,245.34,259.04,280.42
20200721,"1,555.92","3,138.29",132.33,44.65,192.27,149.74,119.04,97,244,259.21,276.33
20200720,"1,563.84","3,196.84",131.47,42.5,190.48,149.6,118.35,98.36,240.32,260.53,274.33
20200717,"1,516.85","2,961.97",131.74,43.52,190.76,149.35,118.55,96.33,242.6,259.11,275.38
20200716,"1,514.92","2,999.90",132.2,44.28,191.01,149.25,119.74,96.52,238.89,257.48,268.38
20200715,"1,516.88","3,008.87",132,44.63,190.56,148.26,119.21,97.73,237.63,257.27,259
20200714,"1,520.86","3,084.00",132.01,44.07,189.71,147.92,115.33,97.06,233.13,258.94,262.55
20200713,"1,512.23","3,104.00",129.52,42.66,184.13,145.21,113.76,95.48,225.82,255.93,256.24
20200710,"1,539.01","3,200.00",130.68,42.65,182.9,142.37,115.07,95.92,225.95,264.35,259.6
20200709,"1,518.66","3,182.63",127.75,41.36,178.8,142.49,114.45,95.68,221.95,265.6,251.99
20200708,"1,503.60","3,081.11",124.44,43.14,181.2,143.27,114.47,95.34,221.52,264.7,253.27
20200707,"1,489.92","3,000.12",126.95,43.24,181.15,142.85,114.45,93.17,224.53,265.97,246.72
20200706,"1,499.65","3,057.04",118.89,44.39,182.72,142.98,115.36,93.46,224.65,265.97,246.96
20200702,"1,469.93","2,890.30",119.21,44.08,178.83,140.97,114.36,91.03,221.26,264.21,246.4
20200701,"1,442.00","2,878.70",119.69,43.71,177.99,140.38,114.42,91.03,214.77,265.39,246.26
20200630,"1,418.05","2,758.82",119.78,44.72,178.51,140.63,111.18,91.2,212.11,258.54,240.17
20200629,"1,397.17","2,680.38",119.06,44.32,177.19,139.04,109.48,90.45,211.28,253.8,238.24
20200626,"1,362.54","2,692.87",118.32,43.62,175.37,137.81,107.32,88.41,206.82,246.48,236.22
20200625,"1,441.10","2,754.58",119.71,45.17,178.85,139.67,110.52,91.21,209.14,254.36,239.16
20200624,"1,432.70","2,734.40",120.3,44.5,177.53,139.82,109.5,90.02,206.07,254.18,241.67
20200623,"1,463.98","2,764.41",121.07,46.7,181.01,142.86,110.61,91.63,212.37,264.5,243.21
20200622,"1,450.66","2,713.82",121.68,46.42,180.17,143.39,106.9,89.72,209.97,264.6,247.04
20200619,"1,424.64","2,675.01",119.85,45.98,179.72,143.83,107.77,87.43,208.05,265.6,242.21
20200618,"1,434.12","2,653.98",117.99,46.92,180.73,143.41,107.58,87.93,208.16,257.6,248.93
20200617,"1,452.54","2,640.98",119.03,46.63,180.86,144.02,106.99,87.9,207.48,263.97,249
20200616,"1,446.47","2,615.27",119.65,48.2,182.3,144.46,105.83,88.02,208.28,264.78,248.17
20200615,"1,420.74","2,572.68",118.08,47.14,181.55,141.25,105.64,85.75,203.24,262.49,248.57
20200612,"1,412.92","2,545.02",117.74,47.17,181.21,142.15,101.48,84.7,201.94,258.08,246.91
20200611,"1,401.90","2,557.96",120.09,46.18,178.02,140.87,100.47,83.98,199.11,251.51,248.33
20200610,"1,464.70","2,647.45",121.16,50.65,191.51,147.8,106.63,88.21,213.36,265.34,256.79
20200609,"1,452.08","2,600.86",121.35,53.52,196.07,145.96,107.83,86,214.23,265.76,258.67
20200608,"1,448.04","2,524.06",121.24,54.74,201.56,146.77,110.45,83.37,216.43,266.88,260.48
20200605,"1,440.02","2,483.00",121.56,53.08,200.66,147.3,106.65,82.88,221.28,264.89,254.38
20200604,"1,414.30","2,460.60",122.11,49.1,192.05,146.73,103.2,80.58,212.56,259.72,251.89
20200603,"1,439.25","2,478.40",123.47,49.24,190.82,148.65,103.65,81.28,212.89,267.39,259.58
20200602,"1,442.31","2,472.41",123.94,47.31,185.94,148.25,101.17,80.84,206.26,263.59,256.6
20200601,"1,434.87","2,471.04",123.96,46.28,183.84,147.19,99.28,80.46,205.22,264.31,255.65
20200529,"1,433.52","2,442.37",124.06,45.47,185.58,148.75,99.71,79.49,202.34,258.17,255.56
20200528,"1,418.24","2,401.10",123.69,45.04,185.1,146.97,99.72,79.56,200.04,258.12,251.36
20200527,"1,420.28","2,410.39",122.48,46.24,185.77,144.89,99.62,79.53,193.13,252.01,241.13
20200526,"1,421.37","2,421.86",123.86,45.91,180.34,144.56,97.07,79.18,193,243.93,234.31
20200522,"1,413.24","2,436.88",124.33,44.6,174.93,144.37,96.72,79.72,190.87,242.43,233.85
20200521,"1,406.75","2,446.74",124.99,44.56,174.94,146.71,97.31,79.21,193.67,228.16,228.9
20200520,"1,409.16","2,497.94",125.45,45.37,176.02,147.68,97.18,79.81,195.99,230.14,232.79
20200519,"1,374.40","2,449.33",124.95,43.94,172.49,149.02,96.43,78.29,190.25,229.97,230.5
20200518,"1,385.18","2,426.26",127.66,45.34,175.46,150.52,96.1,78.74,192.25,236.03,235.45
20200515,"1,373.06","2,409.78",125.94,42,169.25,150.44,91.03,76.93,182.59,229.58,227.85
20200514,"1,356.86","2,388.85",123.42,42.3,170.93,147.64,91.69,77.39,179.25,229.62,232.23
20200513,"1,348.33","2,367.92",123.71,41.93,170.57,147.13,90.74,76.91,178.78,231.15,230.12
20200512,"1,375.18","2,356.95",123.78,44.12,172.81,147.14,92.85,77.85,183.09,231.69,227.93
20200511,"1,403.59","2,409.00",123.67,45.74,174.64,149.11,93.91,78.75,186.86,238.23,227.38
20200508,"1,384.34","2,379.61",122.94,46.18,176.83,148.7,94.83,77.53,188.41,238.36,229.73
20200507,"1,369.28","2,367.61",121.89,44.24,173.48,147.59,92.83,75.94,184.79,235.25,224.48
20200506,"1,345.43","2,351.26",123.3,43.99,172.38,148.08,92.93,75.16,178.95,237.26,222.66
20200505,"1,349.02","2,317.80",124.73,44.83,176.03,149.5,92.71,74.39,182.01,240.26,230.1
20200504,"1,322.90","2,315.99",123.7,44.88,177.95,148.27,90.44,73.29,182.66,236.63,230.09
20200501,"1,317.32","2,286.04",122.92,43.14,182.67,148.29,91.9,72.27,180.33,234.2,227.05
20200430,"1,346.70","2,474.00",121.55,46.47,187.36,150.04,94.66,73.45,183.99,238,231.12
20200429,"1,342.18","2,372.71",123.6,47.46,189.61,150.24,96.11,71.93,188.69,236.81,235.13
20200428,"1,232.59","2,314.08",128,44.97,187.12,151.39,96.43,69.65,186.88,243.53,239.3
20200427,"1,270.86","2,376.00",128.3,43.94,187.46,154.29,102.55,70.79,184.58,250.22,243.6
20200424,"1,276.60","2,410.22",129.44,43.73,186.52,154.86,100.18,70.74,181.47,244.61,239.7
20200423,"1,271.17","2,399.45",128.53,43.45,185.63,155.51,99.45,68.76,181.3,248.6,241.14
20200422,"1,258.41","2,363.49",131.59,42.13,186.58,152.99,97.61,69.03,181.6,252.98,247.17
20200421,"1,212.16","2,328.12",129.21,40.96,183.48,149.68,100.62,67.09,178.88,242,235.42
20200420,"1,261.15","2,393.61",129.85,41.18,188.75,151.67,101.2,69.23,185,248.68,237.61
20200417,"1,279.00","2,375.00",132.12,43.22,191.2,152.02,102.75,70.7,188.55,254.06,246.26
20200416,"1,257.43","2,408.19",132.33,39.15,187.96,149.67,102.22,71.67,183.13,251.78,237.48
20200415,"1,257.30","2,307.68",128.76,40.48,188.57,147.66,99.92,71.11,181.15,247.49,237.22
20200414,"1,265.23","2,283.32",129,42.43,192.94,146.03,101.4,71.76,189.84,255.1,242.38
20200413,"1,210.41","2,168.87",125.3,42.76,188.77,139.77,98.42,68.31,186.11,249.76,236.21
20200409,"1,206.57","2,042.76",121.8,43.13,193.84,141.23,98.69,67,189.48,259.6,245.28
20200408,"1,207.00","2,043.00",121.84,43.85,191.01,143.26,98.79,66.52,186.94,249.25,233.5
20200407,"1,182.56","2,011.60",121.99,41.24,185.25,137.48,92.91,64.86,179.94,227.77,228.49
20200406,"1,183.19","1,997.59",126.07,40.47,185.24,139.76,95.68,65.62,175.92,235.18,234.51
20200403,"1,092.70","1,906.59",119.48,39.21,178.34,134.17,90,60.35,162.13,222.8,221.64
20200402,"1,117.03","1,918.83",118.65,40.4,179.73,133.15,93.04,61.23,164.09,220.75,226.45
20200401,"1,102.10","1,907.70",114.14,37.53,175.95,128.81,90.39,60.23,160.87,206.97,218.23
20200331,"1,161.95","1,949.72",113.62,37.97,182.83,131.13,93.42,63.57,173,217.75,240.62
20200330,"1,146.31","1,963.95",115.19,37.5,183.18,133.01,97.84,63.7,176.8,230.58,246.01
20200327,"1,110.26","1,900.10",109.58,36.95,179.66,123.16,97.52,61.94,167.34,218.48,231.95
20200326,"1,162.92","1,955.49",109.82,38.82,183.9,126.57,99.78,64.61,174.19,222.2,231.1
20200325,"1,101.62","1,885.84",109.4,37.29,180.47,119.4,94.5,61.38,165.3,199.26,210.27
20200324,"1,130.01","1,940.10",115.03,35.44,178.2,119.18,95.26,61.72,164.81,190.27,206.53
20200323,"1,054.13","1,902.83",114.28,31.45,162.13,111.14,91.9,56.09,150,179.09,181.66
20200320,"1,068.21","1,846.09",113.97,32.74,170.06,119.89,93.46,57.31,151.3,195.39,191.75
20200319,"1,111.67","1,880.93",119.45,34.43,174.68,127.05,96.25,61.2,154.01,209,207.1
20200318,"1,091.19","1,830.00",122.58,33.12,172.44,134.96,99.26,61.67,157.51,217.14,210.64
20200317,"1,118.06","1,807.84",119.26,36.81,187.6,136.59,96.79,63.22,163.88,227.53,221.76
20200316,"1,073.00","1,689.15",106.76,34.49,177.77,127.13,87.06,60.55,158.35,202.75,201.37
20200313,"1,214.27","1,785.00",114.1,38.12,196.4,134.29,94.23,69.49,176.5,238.99,221.56
20200312,"1,111.55","1,676.61",104.05,37.18,175.97,125.41,86.17,62.06,158.02,217.83,208.89
20200311,"1,210.90","1,820.86",114.43,41.98,194.64,131.8,87.99,68.86,173.92,232.9,241.26
20200310,"1,275.17","1,891.82",119.79,43.41,202.73,141.64,92.82,71.34,176.21,243.87,255.73
20200309,"1,215.79","1,800.61",117.16,41.86,193.13,136.44,87.18,66.54,173.13,231.86,261.28
20200306,"1,295.74","1,901.09",117.23,47.69,205.98,142.03,94,72.26,189.2,246.32,271.82
20200305,"1,314.76","1,924.03",115.92,50.11,208.96,142.01,92.99,73.23,196.51,246.94,276.16
20200304,"1,381.60","1,975.83",116.77,52.42,217.86,143.48,95.82,75.69,205.53,251.66,282.22
20200303,"1,337.72","1,908.99",112.91,51.3,208.81,135.59,91.3,72.33,195.39,242.65,265.15
20200302,"1,386.32","1,953.95",115.88,53.88,217.63,140.02,92.75,74.7,198.15,240.75,268.35
20200228,"1,339.25","1,883.75",107.68,51.44,206.34,134.48,90.49,68.34,191.01,226.8,252.76
20200227,"1,314.95","1,884.30",110.4,49.82,207.67,139.12,90.24,68.38,194.95,232.93,255.85
20200226,"1,390.47","1,979.59",113.78,53.01,216.06,143.68,93.73,73.16,203.41,242.67,269.47
20200225,"1,386.32","1,972.74",114.39,54.2,218.05,144.65,93.9,72.02,201.65,246.14,270.33
20200224,"1,419.86","2,009.29",116.32,56.36,221.69,145.91,98.49,74.55,210.55,245.11,273.94
20200221,"1,483.46","2,095.97",118.58,59.13,229.33,149.93,102.94,78.26,218.34,247.01,277.59
20200220,"1,516.99","2,153.10",117.69,59.86,228.17,148.37,106.48,80.08,221.2,247.54,277.03
20200219,"1,524.87","2,170.22",117.68,60.34,229.24,148.94,106.76,80.91,222.48,248.1,274.67
20200218,"1,519.44","2,155.67",119.63,59.88,226.77,149.14,106.42,79.75,223.55,252.93,282.04
20200214,"1,518.73","2,134.87",117.89,60.65,226.8,150.13,105.95,81.24,222.64,256.25,278.52
20200213,"1,513.39","2,149.87",117.44,60.93,226.47,150.09,105.24,81.22,221.26,256.9,275.47
20200212,"1,518.63","2,160.00",115.85,61.27,227.44,151.09,105.54,81.8,217.2,256.18,270.26
20200211,"1,510.06","2,150.80",115.4,60.53,227.33,151.99,104.87,79.9,216.22,254.27,272.15
20200210,"1,508.66","2,133.91",115.25,59.96,227.11,151.86,103.07,80.39,215.44,243.69,271.74
20200207,"1,479.11","2,079.28",116.45,61.47,227.38,151.89,103.12,80.01,214.16,238.75,269.54
20200206,"1,475.97","2,050.23",116.31,61.88,229.61,153.53,106.51,81.3,216.75,237.81,268.33
20200205,"1,446.05","2,039.87",116.81,62.73,228.65,153.99,106.04,80.36,216.74,236.38,266.71
20200204,"1,445.41","2,049.67",115.27,59.97,225.08,151.6,103.38,79.71,213.5,237.45,264.54
20200203,"1,482.60","2,004.20",114.27,60.73,223.47,150.17,102.03,77.17,209.44,234.07,266.81
20200131,"1,432.78","2,008.72",114.49,62.12,224.43,148.87,103.52,77.38,203.13,231.74,268.2
20200130,"1,454.25","1,870.68",116.58,64.79,227.88,150.36,108,80.97,208.23,235.2,269.93
20200129,"1,456.70","1,858.00",115.89,64.11,224.5,150.54,115.76,81.09,208.23,233.44,265.76
20200128,"1,450.50","1,853.25",116.6,64.65,224.03,149.5,115.37,79.42,207.88,237.18,265.81
20200127,"1,431.73","1,828.34",115.86,64.74,222.45,148.75,114.92,77.24,204.88,237.47,266.74
20200124,"1,466.17","1,861.64",114.37,66.32,226.86,148.32,116.66,79.58,209.99,237.52,263.72
20200123,"1,484.69","1,884.58",115.81,66.77,229.38,148.53,116.93,79.81,209.62,237.83,260.08
20200122,"1,484.17","1,887.46",116.1,67.19,229.54,148.25,117.26,79.43,211.08,235.16,259.9
20200121,"1,482.25","1,892.00",115.59,67.58,228.63,149.27,117.39,79.14,211.73,236.73,256.89
20200117,"1,479.52","1,864.72",114.96,68.56,230.2,149.17,118.6,79.68,214.1,233.42,253.4
20200116,"1,450.16","1,877.94",115.9,68.82,229.73,148.2,118.61,78.81,213.06,232.24,252.27
20200115,"1,439.20","1,862.02",115.28,69.09,228.35,147.01,117.93,77.84,211.44,235.38,251.58
20200114,"1,430.59","1,869.44",116.18,69.2,227.17,146.52,117.27,78.17,209.96,233.95,247.73
20200113,"1,440.03","1,891.30",115.88,69.8,228.45,145.7,116.75,79.24,211.8,235.41,246.4
20200110,"1,428.96","1,883.16",116.38,69.14,226.62,145.06,115.87,77.58,209.08,230.8,243.55
20200109,"1,419.79","1,901.05",117.36,69.76,228.65,145.39,116.93,77.41,208.85,226.47,243.09
20200108,"1,405.04","1,891.97",116.16,69.23,225.99,144.96,116.66,75.8,207.39,225.62,241.2
20200107,"1,395.11","1,906.86",116.56,70.29,225.92,144.98,116,74.6,204.83,223.68,241.31
20200106,"1,397.81","1,902.88",117.65,70.87,226.99,144.1,116.2,74.95,204.39,228.55,241.52
20200103,"1,361.52","1,874.97",117.89,70.33,226.18,144.28,116.72,74.36,205.26,228.61,240.32
20200102,"1,368.68","1,898.01",118.94,70.9,228.39,145.97,116.79,75.09,210.74,228.5,238.62
20191231,"1,339.39","1,847.84",118.84,69.78,226.5,145.87,117.06,73.41,212.9,229.82,242.16
20191230,"1,339.71","1,846.89",119.4,69.48,225.76,145.3,116.44,72.88,211.49,228.85,241.29
20191227,"1,354.64","1,869.80",119.59,69.89,226.14,145.75,118.94,72.45,212.26,229.08,242.51
20191226,"1,362.47","1,868.77",119.52,70.13,226.45,145.83,119.04,72.48,212.75,227.87,241.96
20191224,"1,344.43","1,789.21",119.51,70.02,225.47,145.93,118.33,71.07,211.62,227.08,240.51
20191223,"1,350.63","1,793.00",119.03,70.29,225.48,146.44,118.94,71,211.77,226.97,238.78
20191220,"1,351.22","1,786.50",120.29,69.94,226.31,146.06,117.4,69.86,212.11,227.74,242.71
20191219,"1,356.44","1,792.28",120.08,69.39,225.21,145.35,118.56,70.01,209.4,224.2,240.65
20191218,"1,351.91","1,784.03",119.86,69.87,225.01,143.19,117.95,69.94,208.33,217.95,240.29
20191217,"1,354.89","1,790.66",121.28,69.68,227.05,143.56,120.29,70.1,209.66,211.93,239.82
20191216,"1,360.70","1,769.21",120.54,70,226.85,141.79,119.12,69.97,210.02,215.6,239.47
20191213,"1,346.87","1,760.94",120.29,69.23,225.37,141.38,118.62,68.79,209.05,212.52,236.95
20191212,"1,348.49","1,760.33",119.76,70.34,225.92,141.34,116.95,67.87,209.92,209.69,233.9
20191211,"1,344.25","1,748.72",119,68.96,222.57,140.98,116.79,67.69,205.64,211.56,235.78
20191210,"1,342.89","1,739.21",119.14,69.06,221.26,139.99,118.54,67.12,203.95,210,234.45
20191209,"1,342.99","1,749.51",119.36,69.66,221.38,140.5,118.14,66.73,205.33,212.65,234.27
20191206,"1,339.39","1,751.60",119.78,69.51,222.61,140.38,117.53,67.68,205.53,212.2,234.39
20191205,"1,326.96","1,740.48",118.66,68.41,219.6,139.56,115.01,66.4,203.75,213.53,234.56
20191204,"1,318.94","1,760.69",118.69,68.65,218.4,139.38,116.47,65.44,202.75,213.36,234.26
20191203,"1,294.74","1,769.96",118.67,67.88,218.08,137.16,116.93,64.86,202.04,211.21,232.23
20191202,"1,288.86","1,781.60",119.28,68.42,220.33,137.36,118.22,66.04,200.63,209.57,231.25
20191129,"1,304.09","1,800.80",119.09,68.13,220.3,137.49,119.73,66.81,206.21,214.03,233.82
20191127,"1,312.13","1,818.51",118.76,68.7,220.5,137.75,119.87,66.96,206,214.91,233.07
20191126,"1,313.00","1,796.94",119.19,68.74,218.9,137.17,121.2,66.07,205.14,214.79,234.92
20191125,"1,305.64","1,773.84",118.92,68.91,219.06,137.18,120.3,66.59,205.94,209.71,232.56
20191122,"1,293.67","1,745.72",119.36,69.37,217.96,138.07,119.32,65.45,204.91,210.11,233.38
20191121,"1,300.14","1,734.71",119.86,69.67,216.63,136.44,119.52,65.5,206.26,213.54,235.14
20191120,"1,301.86","1,745.53",119.13,68.03,217.48,135.94,119.01,65.8,206.18,217.9,235.22
20191119,"1,312.59","1,752.79",119.89,67.82,219.03,134.82,120.54,66.57,207.43,215.57,232.66
20191118,"1,319.84","1,752.53",120.25,68.52,219.35,134.83,122.77,66.78,209.11,214.33,232.16
20191115,"1,333.54","1,739.49",118.87,69.19,219.74,134.94,123.73,66.44,209.71,213.37,231.42
20191114,"1,309.15","1,754.60",120.65,68.5,219.36,130.96,124.08,65.66,208.64,211.8,229.87
20191113,"1,296.18","1,753.11",120.98,68.8,219.77,131.27,123.02,66.12,207.82,210.32,227.91
20191112,"1,297.21","1,778.00",119.12,69.37,220.89,131.35,123.01,65.49,205.76,206.75,223.22
20191111,"1,298.28","1,771.65",119.04,70.34,220.85,131.98,123.14,65.55,202.29,207.35,222.22
20191108,"1,309.00","1,785.88",119.44,70.77,221.31,133,124.3,65.04,203,205.87,222.08
20191107,"1,306.94","1,788.20",120.23,73.01,222.74,131.43,123.49,64.86,202.6,205.69,223.09
20191106,"1,291.01","1,795.77",119.5,71.49,222,130.96,121.95,64.31,201.12,207.98,227.49
20191105,"1,291.44","1,801.71",118.86,73.09,220.88,130.42,121.39,64.28,200.31,206.01,227.11
20191104,"1,289.61","1,804.66",117.57,71.67,217.98,130.23,123.02,64.38,200.76,211.07,229.6
20191101,"1,272.25","1,791.44",117.62,69.6,215.83,131.2,119.51,63.96,198.8,215.52,235.71
20191031,"1,258.80","1,776.66",117.26,67.57,212.58,132.04,115.17,62.19,198.35,218.08,238.34
20191030,"1,260.70","1,779.99",118.1,67.72,213.25,132.84,116.88,60.82,199.19,217.24,235.46
20191029,"1,260.66","1,762.71",117.15,68.44,213.01,129.12,116.91,60.82,199.11,216.16,232.6
20191028,"1,288.98","1,777.08",119.22,68.64,212.86,129.18,116.25,62.26,196.77,210.75,233.23
20191025,"1,264.30","1,761.33",119.04,69.25,211.8,128.35,115.72,61.65,195,216.67,236.88
20191024,"1,259.11","1,780.78",119.1,69.09,210.26,127.5,114.01,60.9,192.99,223.47,237.55
20191023,"1,257.63","1,762.17",119.35,69.75,210.96,129.9,115.15,60.8,193.7,226.02,236
20191022,"1,241.20","1,765.73",119.58,69.09,210.62,129.2,116.1,59.99,191.47,226.74,236.24
20191021,"1,244.28","1,785.66",119.74,68.74,211.49,128.02,118.52,60.13,194.97,229.4,232.8
20191018,"1,244.41","1,757.51",119.14,67.61,208.76,127.7,117.35,59.1,195.79,229.09,232.48
20191017,"1,252.80","1,787.48",119.84,68.14,208.62,136.17,118.39,58.82,196.64,225.91,231.09
20191016,"1,243.00","1,777.43",119.42,68.23,209.29,135.17,117.5,58.59,196.85,221.97,229.91
20191015,"1,242.24","1,767.38",119.53,69.42,209.38,132.84,116.48,58.83,195.18,224.21,227.54
20191014,"1,217.77","1,736.43",119.17,69.18,207.91,130.72,115.87,58.97,192.53,225.64,228.9
20191011,"1,215.71","1,731.92",120.24,68.98,208.08,131.33,116.02,59.05,194.25,224.45,229.54
20191010,"1,209.47","1,720.26",119.61,68.25,206.86,129.06,115.28,57.52,191.23,226.28,232
20191009,"1,202.40","1,721.99",118.93,67.44,206.69,129.22,113.86,56.76,187.39,226.57,233.36
20191008,"1,190.13","1,705.51",117.58,66.7,204.09,131.84,112.74,56.1,184.11,226.1,229.97
20191007,"1,208.25","1,732.66",117.23,68.02,207.24,133.16,115.57,56.77,188.58,225.28,232.55
20191004,"1,210.96","1,739.65",118.16,68.97,208.08,133.66,117.49,56.75,186.18,225.93,233.59
20191003,"1,189.43","1,724.42",116.31,67.98,204.98,131.19,115.9,55.21,184.64,223.9,230.17
20191002,"1,177.92","1,713.23",116.12,67.15,203.1,132,115.24,54.74,184.11,219.99,229.11
20191001,"1,206.00","1,735.65",117.85,68.95,206.71,129.99,115.81,56.15,188.55,220.89,232.03
20190930,"1,221.14","1,735.91",118.68,70.61,208.02,129.38,119.82,55.99,193.72,221.13,232.99
20190927,"1,225.95","1,725.45",118.45,71.48,207.45,128.6,118.95,54.71,191.55,218.98,231.26
20190926,"1,242.29","1,739.84",118.3,70.97,206.9,128.85,118.45,54.97,192.3,223,231.72
20190925,"1,245.94","1,768.33",118.47,71.35,208.11,130.99,119.05,55.26,192.25,222.04,229.37
20190924,"1,218.33","1,741.61",118.4,71.14,206.4,131.55,117.99,54.42,191.52,225.16,228.51
20190923,"1,234.69","1,785.30",117.62,72.13,207.96,131.74,119.05,54.68,193.52,225.38,225.28
20190920,"1,229.84","1,794.16",116.98,72.08,208.12,131.65,120.7,54.43,194.11,225.56,225.72
20190919,"1,238.75","1,821.50",117.11,72.33,209.22,130.11,119.12,55.24,194.24,227.07,224.9
20190918,"1,232.65","1,817.46",117.16,72.82,210.9,130.41,121.04,55.69,192.66,221.61,223.9
20190917,"1,229.88","1,822.55",116.51,73.17,210.15,129.67,122.39,55.18,192.24,221.3,222.22
20190916,"1,231.63","1,807.84",115.57,73.73,210.33,129.54,122.57,54.98,188.52,216.77,218.31
20190913,"1,240.03","1,839.34",117.43,72.64,213.61,130.78,122.67,54.69,192.16,215.37,218.49
20190912,"1,234.97","1,843.55",116.92,71.98,211.37,130.43,122.56,55.77,191.57,218.85,220.74
20190911,"1,220.00","1,822.99",116.02,71.93,210.91,131.17,122.85,55.9,187.61,212.7,220.06
20190910,"1,205.70","1,820.55",116.05,72.07,208.31,129.55,122.4,54.18,185.72,216.21,218.12
20190909,"1,205.27","1,831.35",116.33,71.49,206.62,126.95,121.66,53.54,185.21,224,219.89
20190906,"1,206.32","1,833.51",114.73,70.93,204.73,128.21,120.08,53.32,189.52,232.59,220.14
20190905,"1,212.19","1,840.72",115.44,70.27,204.24,128.58,121.2,53.32,187.1,235.75,219.81
20190904,"1,182.27","1,800.62",115.91,69.29,202.19,128.86,119.47,52.3,187.56,241.07,224.12
