Date,GOOGL,AMZN,WMT,XOM,BRK,JNJ,UPS,AAPL,LIN,AMT,NEE
20180710,"1,167.14","1,743.07",87.21,83.66,189.9,127.38,108.51,47.59,166.47,143.54,167.44
20180709,"1,167.28","1,739.02",85.93,82.9,189.64,126.05,108.59,47.65,164.81,142.18,165.32
20180706,"1,155.08","1,710.63",84.51,82.33,187.56,125.75,106.03,46.99,164.04,145.81,170.31
20180705,"1,141.29","1,699.73",84.57,82.31,187.5,125,106.29,46.35,161.88,145.67,168.54
20180703,"1,116.28","1,693.96",84.44,82.24,186.02,122.71,105.76,45.98,157.18,143.03,168.56
20180702,"1,142.11","1,713.78",84,81.76,187.83,121.58,105.88,46.8,158.28,144.67,169.01
20180629,"1,129.19","1,699.80",85.65,82.73,186.65,121.34,106.23,46.28,158.15,144.17,167.03
20180628,"1,126.78","1,701.45",85.86,81.97,187.09,122,105.88,46.38,156.68,144.26,166.81
20180627,"1,116.94","1,660.51",86.89,81.71,184.91,121.61,108.38,46.04,155.54,143.35,168.08
20180626,"1,132.62","1,691.09",85.98,80.64,186.44,122.35,109.57,46.11,154.19,143.17,166.77
20180625,"1,139.28","1,663.15",86.47,79.74,186.73,122.59,110.2,45.54,154.8,142.15,166.4
20180622,"1,169.29","1,715.67",84.82,81.38,188.91,122.84,113.7,46.23,158.14,142.82,164.3
20180621,"1,169.44","1,730.22",84.21,79.69,188.86,121.45,113.42,46.37,155.87,141.68,163.37
20180620,"1,184.07","1,750.08",83.61,80.45,189.5,122.04,113.65,46.63,155.02,140.54,162.7
20180619,"1,178.69","1,734.78",83.61,80.7,190.35,122.57,114.82,46.42,155.31,139.08,163
20180618,"1,183.58","1,723.79",83,80.82,191.11,121.32,116.77,47.19,158.47,138.23,160.41
20180615,"1,159.27","1,715.97",83.7,80.66,191.76,122.61,116.77,47.21,160.26,138.56,159.54
20180614,"1,160.11","1,723.86",83.79,81.89,192.5,122.41,117.19,47.7,161.55,138.35,158.82
20180613,"1,144.23","1,704.86",84.09,81.51,194.55,122.63,117.33,47.68,160.47,136.46,157.14
20180612,"1,148.19","1,698.75",84.1,82.42,195.27,122.54,118.34,48.07,161.34,141.14,157.41
20180611,"1,140.90","1,689.12",84.3,83.1,195.33,122.66,116.85,47.81,160.57,139.64,155.4
20180608,"1,132.71","1,683.99",84.36,83.6,196.01,124.06,116.6,47.93,159.83,138.58,156.8
20180607,"1,134.42","1,689.30",84.95,82.88,195.57,123.33,116.19,48.37,159.77,138.18,156.38
20180606,"1,146.95","1,695.75",84.56,82.06,193.99,122.79,117.02,48.5,162.27,139.04,156.13
20180605,"1,151.02","1,696.35",84.62,80.68,190.77,121.48,116.81,48.33,159.51,138.91,159.3
20180604,"1,153.04","1,665.27",85.42,80.97,191.3,121.95,116.97,47.96,157.53,140.06,161.17
20180601,"1,135.00","1,641.54",82.99,81.83,192.23,121.26,117.25,47.56,157.8,138.52,163.08
20180531,"1,100.00","1,629.62",82.54,81.24,191.53,119.62,116.12,46.72,156.26,138.37,165.81
20180530,"1,077.47","1,624.89",84.12,81.5,194.1,120.97,116.69,46.88,156.49,137.83,165.27
20180529,"1,068.07","1,612.87",82.4,78.42,189.87,119.4,113.83,46.98,153.31,135.97,163.73
20180525,"1,084.08","1,610.15",82.46,78.71,194.15,121.47,115.49,47.15,157.07,136.33,162.42
20180524,"1,085.45","1,603.07",82.85,80.27,194.83,122.25,115.63,47.04,157.5,135.5,161.2
20180523,"1,085.96","1,601.86",83.01,82.15,195.95,123.45,115.28,47.09,158.67,136.83,160.28
20180522,"1,075.31","1,581.40",83.37,81.64,198.13,122.91,115.36,46.79,159.21,137.15,159.43
20180521,"1,084.01","1,585.46",84.51,82.28,197.91,123.72,117.08,46.91,160.47,137.38,160.22
20180518,"1,069.64","1,574.37",83.64,81.3,196.06,124.24,115.38,46.58,159.54,137.05,156.45
20180517,"1,081.26","1,581.76",84.49,81.88,197.49,123.85,116.59,46.75,159.86,136.85,156.42
20180516,"1,084.09","1,587.28",86.13,82.02,197.83,125.35,116.32,47.05,159,136.47,157.17
20180515,"1,084.87","1,576.12",84.52,81.79,197.36,125.13,115.61,46.61,158.58,136.7,158.85
20180514,"1,106.60","1,601.54",84.39,81.83,199.18,126.06,116.34,47.04,158.45,138.29,160.2
20180511,"1,103.38","1,602.91",83.38,81.28,199.3,127.24,115.45,47.15,157.63,138.86,160.74
20180510,"1,105.47","1,609.08",82.69,81.72,201.2,125.35,113.99,47.51,157.05,139.89,160.23
20180509,"1,088.95","1,608.00",83.06,79.93,199.87,123.51,111.4,46.84,155.51,137.95,158.29
20180508,"1,058.59","1,592.39",85.74,78.09,196.24,122.61,111.27,46.51,154,137.01,159.91
20180507,"1,059.46","1,600.14",85.47,77.74,197.06,123.59,112.12,46.29,155.26,138.14,163.35
20180504,"1,051.00","1,580.95",87.53,76.9,195.64,124.19,111.31,45.96,154.57,138.85,164.09
20180503,"1,026.30","1,572.08",86.23,76.54,191.61,123.03,109.81,44.22,152.84,137.58,163.06
20180502,"1,026.05","1,569.68",86.34,76.8,193.31,123.5,111.15,44.14,151.24,136.47,163.45
20180501,"1,040.75","1,582.26",87.41,76.95,195.11,126.01,112.45,42.28,153.3,135.1,163.22
20180430,"1,018.58","1,566.13",88.46,77.75,193.73,126.49,113.5,41.32,152.52,136.36,163.91
20180427,"1,031.45","1,572.62",87.29,77.79,197.23,128.27,113.99,40.58,153.23,135.24,163.96
20180426,"1,043.31","1,517.96",87.94,80.86,197.03,128.01,113.28,41.06,155.99,136.84,163.21
20180425,"1,022.99","1,460.17",87.17,79.5,196.8,126.76,108.66,40.91,149.75,135.73,160.33
20180424,"1,022.64","1,460.09",86.53,78.35,196.8,126.19,108.22,40.74,146.78,136.96,162.17
20180423,"1,073.81","1,517.86",86.1,79.57,199.42,126.83,109.11,41.31,150.36,138.2,161.13
20180420,"1,077.32","1,527.49",86.98,79,200.13,126.66,108.55,41.43,150.68,136.62,160.79
20180419,"1,089.45","1,556.91",87.89,79.42,200.38,127.55,109.68,43.2,151.56,137.42,162.54
20180418,"1,075.39","1,527.84",87.57,79.22,199.51,127.72,110.9,44.46,153.25,139.81,162.86
20180417,"1,079.36","1,503.83",87.9,78.33,199.27,130.54,109.52,44.56,154.92,141.02,163.22
20180416,"1,046.10","1,441.50",86.84,78.54,198.22,131.76,109.25,43.96,151.2,138.52,162.12
20180413,"1,036.04","1,430.79",86.02,77.84,197,130.62,107.25,43.68,146.53,138.9,160.22
20180412,"1,037.29","1,448.50",85.43,77.22,198.13,130.43,106.99,43.54,146.92,138.38,159.07
20180411,"1,025.06","1,427.05",85.91,77.43,195.22,129.63,106.09,43.11,144.6,139.92,161.04
20180410,"1,036.50","1,436.22",86.45,77.07,197.8,130.25,106.02,43.31,146.69,137.4,161.8
20180409,"1,020.09","1,406.08",86.28,74.87,195.33,129.48,104.6,42.51,143.95,143.19,162.13
20180406,"1,009.95","1,405.23",86.69,74.87,195.49,128.1,105.33,42.1,143.18,142.16,162.75
20180405,"1,032.64","1,451.75",87.81,76.02,200.85,130.71,107.18,43.2,146.71,144.08,164
20180404,"1,029.71","1,410.57",87.22,74.87,200.11,130.41,106.41,42.9,145.02,143.05,162.33
20180403,"1,018.68","1,392.05",86.8,75.02,197.96,128.35,105.54,42.1,143.64,141.42,162
20180402,"1,012.63","1,371.99",85.55,73.22,195,124.56,103.84,41.67,142.1,143.83,162.37
20180329,"1,037.14","1,447.34",88.97,74.61,199.48,128.15,104.66,41.95,144.3,145.34,163.33
20180328,"1,005.18","1,431.42",87.77,72.81,196.67,127.45,102.68,41.62,142.16,144.3,162.27
20180327,"1,006.94","1,497.05",86.05,73.7,196.15,127.21,102.17,42.09,144.11,144.46,162.59
20180326,"1,054.09","1,555.86",87.5,74,199.34,127.39,103.7,43.19,146.11,145.21,161.43
20180323,"1,026.55","1,495.56",85.42,72.89,192.46,125.1,101.66,41.24,142.55,142.27,159.49
20180322,"1,053.15","1,544.92",87.14,73.5,197.63,127.38,104.45,42.21,146.09,143.01,161.89
20180321,"1,094.00","1,581.86",88.18,75.04,204.83,131.19,107.65,42.82,151.71,142.33,160.08
20180320,"1,095.80","1,586.51",87.95,73.99,204.75,131.21,108.03,43.81,150.22,146.31,160.42
20180319,"1,100.07","1,544.93",87.45,74.15,203.99,130.24,108.46,43.83,149.58,145.12,159.93
20180316,"1,134.42","1,571.68",89.17,75.12,206.96,133.68,110.91,44.51,154.32,146.55,161.04
20180315,"1,150.61","1,582.32",87.51,74.42,207.82,133.06,109.72,44.66,155.67,146.65,158.14
20180314,"1,148.89","1,591.00",87.67,73.6,206.99,132.32,108.76,44.61,157.54,146.46,158.01
20180313,"1,139.91","1,588.18",88.3,74.53,209.13,134.35,109.33,44.99,160.37,146.25,154.67
20180312,"1,165.93","1,598.39",88.07,75.24,211.82,132.63,108.91,45.43,161.11,145.08,154.39
20180309,"1,160.84","1,578.89",88.72,74.56,212.94,133.8,110.38,45,160.09,143.58,154.81
20180308,"1,129.38","1,551.86",87.92,74.12,205.29,132.06,108.8,44.24,157.88,142.74,154.31
20180307,"1,115.04","1,545.00",87.74,74.26,204.3,129.04,109.21,43.76,155.1,140,153.05
20180306,"1,100.90","1,537.64",89.06,76.18,204.55,128.22,109.8,44.17,153.65,138.88,153.26
20180305,"1,094.76","1,523.61",89.98,76.27,203.24,129.79,105.81,44.21,152.74,136.81,155.02
20180302,"1,084.14","1,500.25",88.77,75.55,201.34,128.82,105.37,44.05,149.43,134,152.85
20180301,"1,071.41","1,493.45",89.08,75.2,201.53,127.28,106.43,43.75,147.92,135.37,153.23
20180228,"1,103.92","1,512.45",90.01,75.74,207.2,129.88,104.41,44.53,149.75,139.33,152.15
20180227,"1,117.51","1,511.98",91.52,77.5,209.66,131.67,105.69,44.6,154,140.7,151.68
20180226,"1,143.70","1,521.95",93.12,78.84,210.62,132.07,108.07,44.74,155.83,142.74,154.65
20180223,"1,128.09","1,500.00",92.89,77.53,202.76,132.02,105.61,43.88,155.62,141.87,156.26
20180222,"1,109.90","1,485.34",92.77,75.86,200.73,129.91,105.08,43.13,153.67,138.98,152.31
20180221,"1,113.75","1,482.92",91.52,74.89,201.02,129.91,104.7,42.77,152.74,137.44,151.76
20180220,"1,103.59","1,468.35",94.11,75.75,203.05,130.87,104.71,42.96,153.6,139.24,153.81
20180216,"1,095.50","1,448.69",104.78,76.54,203.79,133.15,106.4,43.11,153.61,140.02,156.05
20180215,"1,091.36","1,461.76",103.23,76.21,203.9,131.23,108.31,43.25,155.8,136.22,154.43
20180214,"1,072.70","1,451.05",101.7,76.46,200.54,129.67,106.6,41.84,155.07,135.48,150.08
20180213,"1,054.14","1,414.51",100.98,76.3,197.99,129.96,107.56,41.09,153.83,136.31,151.07
20180212,"1,054.56","1,386.23",99.55,76.42,198.89,130.27,106.31,40.68,153.75,136.23,150
20180209,"1,046.27","1,339.60",99.37,75.78,196.02,129.53,106.39,39.1,149.48,136.05,148.1
20180208,"1,007.71","1,350.50",100.02,76.07,191.42,126.36,109.28,38.79,144.07,133.57,145.29
20180207,"1,055.41","1,416.78",102.85,76.94,200.37,131.42,111.91,39.89,150.01,140,148.09
20180206,"1,084.43","1,442.84",100.9,78.35,201.24,131.83,112.71,40.76,155.31,140.17,149.56
20180205,"1,062.39","1,390.00",100.09,79.72,196.8,130.39,113.3,39.12,150.32,142.04,154.29
20180202,"1,119.20","1,429.95",104.48,84.53,209.12,137.68,116.47,40.13,155.05,145.22,155.92
20180201,"1,181.59","1,390.00",105.52,89.07,217.25,140.02,119.51,41.95,159.83,147.06,156.34
20180131,"1,182.22","1,450.89",106.6,87.3,214.38,138.19,127.32,41.86,161.49,147.7,158.42
20180130,"1,177.37","1,437.82",107.73,86.78,214.41,142.43,128.11,41.74,160.72,145.15,155.1
20180129,"1,186.48","1,417.68",109.55,88.01,215.46,143.68,130.64,41.99,162.83,144.33,155.68
20180126,"1,187.56","1,402.05",108.39,89,217.19,145.33,132.72,42.88,165.69,145.13,157.69
20180125,"1,182.14","1,377.95",106.6,88.37,215.1,144.4,131.29,42.78,163.35,142.96,153.09
20180124,"1,171.29","1,357.51",105.79,88.53,215.61,142.07,131.69,43.56,160.87,141.76,150.85
20180123,"1,176.17","1,362.54",105.9,88.3,215.56,141.83,132.07,44.26,159.23,141.2,152.72
20180122,"1,164.16","1,327.31",105.45,88.25,215.97,148.14,132.86,44.25,160.62,139.24,150.02
20180119,"1,143.50","1,294.58",104.59,87.15,213.25,147.36,133.08,44.62,161.88,137.62,150.16
20180118,"1,135.97","1,293.32",104.3,87.43,213.19,146.92,133.59,44.82,161.5,135.19,150.78
20180117,"1,139.10","1,295.00",102.7,88,214.16,146.98,134.01,44.78,163.46,136.64,151.88
20180116,"1,130.70","1,304.86",100.69,86.97,210.29,146.86,132.88,44.05,162.1,135.63,150.54
20180112,"1,130.65","1,305.20",100.87,87.52,210.16,145.76,134.09,44.27,164.15,133,150.32
20180111,"1,112.05","1,276.68",100.02,86.93,206.69,144.79,133.46,43.82,163.81,134.97,150.5
20180110,"1,110.14","1,254.33",99.67,86.08,205.61,143.97,129.79,43.57,162.62,137.61,150.59
20180109,"1,112.79","1,252.70",100.39,86.77,203.02,144.14,129.11,43.58,162.88,141.05,151.84
20180108,"1,114.21","1,246.87",101.61,87.14,202.74,141.89,129.17,43.59,161.31,142.01,152.96
20180105,"1,110.29","1,229.14",100.13,86.75,201.42,141.71,127.62,43.75,161.37,140.51,151.71
20180104,"1,095.76","1,209.59",99.54,86.82,200.69,140.55,127.23,43.26,159.97,139.61,151.02
20180103,"1,091.52","1,204.20",99.45,86.7,199.79,140.56,126.41,43.06,157.5,141.68,151.8
20180102,"1,073.21","1,189.01",98.59,85.03,197.22,139.23,123.67,43.07,156.19,141.13,155.09
20171229,"1,053.40","1,169.47",98.75,83.64,198.22,139.72,119.15,42.31,154.68,142.67,156.19
20171228,"1,055.95","1,186.10",99.4,84.02,199.56,140.56,119.05,42.77,155.29,142.91,156.35
20171227,"1,060.20","1,182.26",99.26,83.9,198.69,140.57,119.08,42.65,154.19,141.56,155.29
20171226,"1,065.85","1,176.76",99.16,83.98,197.57,140.09,118.26,42.64,152.61,140.91,154
20171222,"1,068.86","1,168.36",98.21,83.97,197.92,140.12,118.64,43.75,153.84,140.66,154.54
20171221,"1,070.85","1,174.76",98.06,83.85,198.89,141.06,118.58,43.75,154.1,139.61,154.48
20171220,"1,073.56","1,177.62",98.75,82.87,197.79,141.16,118.33,43.59,154.01,140.19,153.64
20171219,"1,079.78","1,187.38",98.8,82.44,197.91,141.78,119,43.64,154.17,141.86,154.1
20171218,"1,085.09","1,190.58",97.9,82.94,199.34,141.8,118.81,44.11,153.33,142.84,156.35
20171215,"1,072.00","1,179.14",97.11,83.03,197.78,142.46,118,43.49,149.6,142.76,158.43
20171214,"1,057.47","1,174.26",97.13,82.9,196.66,141.65,116.84,43.06,149.14,143.64,157.98
20171213,"1,051.39","1,164.13",97.76,83.12,197.4,142.89,118.4,43.07,151.27,143.73,156.47
20171212,"1,048.77","1,165.08",96.7,82.76,199.07,142.6,118.16,42.93,151.34,143.51,157.07
20171211,"1,051.97","1,168.92",96.93,83.03,196.7,141.14,118.05,43.17,152.26,144.05,159.25
20171208,"1,049.38","1,162.00",96.55,82.66,196.44,140.59,119.56,42.34,151.41,142.47,159.03
20171207,"1,044.57","1,159.79",96.78,82.55,196.34,140.01,119.73,42.33,150.96,144.11,158.18
20171206,"1,032.72","1,152.35",97.28,82.28,196.01,141.06,118.29,42.25,150.39,141.8,157.78
20171205,"1,019.60","1,141.57",97.83,82.89,196.07,139.67,120.37,42.41,153.08,140.76,155.64
20171204,"1,011.87","1,133.95",97.01,83.57,196.96,139.01,123.72,42.45,153.36,138.97,155.97
20171201,"1,025.07","1,162.35",97.35,83.46,194.56,139.98,120.31,42.76,151.87,143.61,157.47
20171130,"1,036.17","1,176.75",97.23,83.29,193.01,139.33,121.45,42.96,153.92,143.93,158.04
20171129,"1,037.38","1,161.27",97.56,82.27,189.85,139.81,119.04,42.37,155.17,146.3,157.77
20171128,"1,063.29","1,193.60",96.77,81.67,187.54,140.02,115.19,43.27,156.36,148.64,157.79
20171127,"1,072.01","1,195.83",96.62,81.11,183.49,138.1,114.54,43.52,152.08,148.23,157
20171124,"1,056.52","1,186.00",96.62,81.42,182.36,138.01,113.14,43.74,152.88,147.3,156.03
20171122,"1,051.92","1,156.16",96.41,81.1,182.56,137.29,113.77,43.74,151.72,145.31,155.18
20171121,"1,050.30","1,139.49",96.52,80.87,183.18,138.34,113.92,43.29,151.35,146.59,156.21
20171120,"1,034.66","1,126.31",97.48,80.55,181.63,137.93,113.2,42.5,150.87,146.22,155.92
20171117,"1,035.89","1,129.88",97.47,80.24,181.06,138,112.94,42.54,150.64,145.87,156.04
20171116,"1,048.47","1,137.29",99.62,80.56,182.05,138.87,113.7,42.78,149.04,148.4,157.29
20171115,"1,036.41","1,126.69",89.83,81.21,181.81,139.1,112.89,42.27,146.17,148.93,157.36
20171114,"1,041.64","1,136.84",91.09,82.24,183.34,139.49,114.07,42.84,147.63,149.49,158.4
20171113,"1,041.20","1,129.17",90.99,82.89,184.4,139.76,114.81,43.49,148.15,150.04,156.78
20171110,"1,044.15","1,125.35",90.92,82.94,183.68,139.56,113.23,43.67,148.28,150.54,155.16
20171109,"1,047.72","1,129.13",90.3,83.97,184.49,140.35,112.55,43.97,148.46,151.82,155.25
20171108,"1,058.29","1,132.88",90.26,83.47,184.6,141.32,113.13,44.06,149.97,152.72,154.92
20171107,"1,052.39","1,123.17",88.95,83.58,186.3,139.77,113.95,43.7,148.95,150.66,155.49
20171106,"1,042.68","1,120.66",88.7,83.75,186.68,139.76,113.92,43.56,147.47,150.16,151.86
20171103,"1,049.99","1,111.60",89.68,83.18,187.27,140.08,115.46,43.13,147.5,142.1,152.65
20171102,"1,042.97","1,094.22",88.8,83.53,188.61,139.93,116.87,42.03,147.9,142.44,149.86
20171101,"1,042.60","1,103.68",87.94,83.87,187.17,139.98,117.46,41.72,147.92,140.81,153.38
20171031,"1,033.04","1,105.28",87.31,83.35,186.94,139.41,117.53,42.26,146.12,143.67,155.07
20171030,"1,033.13","1,110.85",86.95,83.54,187.85,140,118.09,41.68,147.45,142.87,155.36
20171027,"1,033.67","1,100.95",88.17,83.71,188.59,141.78,120.75,40.76,148.14,139.03,155.84
20171026,991.42,972.43,88.62,83.47,188.61,141.81,119.33,39.35,149.6,138.45,153.39
20171025,991.46,972.91,88.48,83.17,188.71,142.36,118.55,39.1,143.62,137.33,153.86
20171024,988.49,975.9,87.98,83.47,189.78,141.64,119.7,39.28,142.95,138.03,154.22
20171023,985.54,966.3,88.65,83.24,189.39,143.62,119.68,39.04,142.44,138.75,154.38
20171020,"1,005.07",982.91,87.44,83.11,189.04,142.4,119.76,39.06,143.14,139.07,154.16
20171019,"1,001.84",986.61,86.4,82.74,187.21,142.04,119.42,39,140.41,138.39,153.87
20171018,"1,012.74",997,86.22,82.76,187.85,140.68,118.15,39.94,139.9,137.48,152.54
20171017,"1,011.00","1,009.13",85.98,82.96,187.39,140.79,117.68,40.12,141.44,139.13,152.67
20171016,"1,009.35","1,006.34",85.74,82.81,187.96,136.12,118.34,39.97,141.29,139.59,151.52
20171013,"1,007.87","1,002.94",86.62,82.41,187.37,136.43,118.36,39.25,142.21,139.97,150.55
20171012,"1,005.65","1,000.93",86.1,82.43,186.3,136.83,119.57,39,141.87,140.03,150.7
20171011,"1,005.65",995,85.73,82.6,187.46,136.65,118.92,39.14,141.18,137.93,149.87
20171010,987.8,987.2,84.13,82.26,188,133.9,118.12,38.98,140.62,137.09,149.03
20171009,992.31,990.99,80.53,82.03,187.5,133.45,117.15,38.96,140.87,137.94,147.9
20171006,993.64,989.58,79,81.71,187.43,133.22,117.7,38.83,141.96,139.11,147.47
20171005,985.19,980.85,79.41,82.02,187.12,133.19,118.2,38.85,142.35,139.25,147.76
20171004,966.78,965.45,79.09,81.79,185.83,132.89,119,38.37,142.35,138.84,148.57
20171003,972.08,957.1,79.22,81.76,185.67,132.1,119.71,38.62,142.49,136.66,146.89
20171002,967.47,959.19,78.45,81.63,185.41,131.22,120.79,38.45,141.19,135.86,146.74
20170929,973.72,961.35,78.14,81.98,183.32,130.01,120.09,38.53,139.74,136.68,146.55
20170928,964.81,956.4,78.95,82.19,183.21,129.47,119.61,38.32,141.06,136.1,146.99
20170927,959.9,950.87,79.29,81.43,183.27,129.75,118.62,38.56,138.71,134.74,146.25
20170926,937.43,938.6,79.39,80.89,181.86,130.94,118.92,38.29,138.43,136.42,147.7
20170925,934.28,939.79,79.15,80.98,182.52,131.17,118.22,37.64,137.7,137.39,146.82
20170922,943.26,955.1,79.53,79.92,181.86,131.39,117.67,37.97,137.6,137.78,146.36
20170921,947.55,964.65,80.01,79.89,183.16,131.75,117.26,38.35,138.57,139.4,146.78
20170920,947.54,973.21,80.5,80.55,183.82,133.22,117.83,39.02,137.99,140.4,146.74
20170919,936.86,969.86,80.05,80.22,183.01,135.22,116.97,39.68,136.51,140.98,147.92
20170918,929.75,974.19,80,80.09,181.47,135.38,117.59,39.67,134.74,144.77,148.3
20170915,935.29,986.79,80.38,80.07,179.89,134.45,117.9,39.97,134.22,145.01,150.09
20170914,940.13,992.21,79.68,80.09,178.57,134.18,117.38,39.57,134.09,142.85,149.55
20170913,950.44,999.6,79.86,79.77,178.92,132.45,117.06,39.91,134.15,143.7,148.18
20170912,946.65,982.58,79.61,79.5,178.63,132.63,117.15,40.22,134.82,144.83,149.13
20170911,943.29,977.96,79.08,79.25,177.87,133.21,116.2,40.38,135.01,146.18,151.4
20170908,941.41,965.9,78.88,78.82,175.5,130.98,115.05,39.66,132.46,144.99,148.26
20170907,949.89,979.47,80.12,79.03,173.99,132.19,114.67,40.32,132.24,146.99,149.49
20170906,942.02,967.8,80.08,78.78,176.79,130.67,113.81,40.48,131.77,146.07,148.25
20170905,941.48,965.27,79.8,77.18,176.98,129.9,113.92,40.52,130.3,146.94,150.26
20170901,951.99,978.25,78.37,76.57,180.73,131.03,114.39,41.01,131.03,145.77,150.16
20170831,955.24,980.6,78.07,76.33,181.16,132.37,114.36,41,131.54,148.05,150.51
20170830,943.63,967.59,78.54,76.1,180.35,131.07,114.97,40.84,130.64,147.52,150.62
20170829,935.75,954.06,78.77,76.45,178.62,132.21,114.89,40.73,130.88,145.89,150.72
20170828,928.13,946.02,78.03,76.47,178.7,131.74,113.79,40.37,132.08,145.78,150.88
20170825,930.5,945.26,78.63,76.72,179.6,131.68,113.4,39.97,132.42,144.24,150.1
20170824,936.89,952.45,78.34,76.33,178.43,132.89,113.35,39.82,132.15,143.8,149.31
20170823,942.58,958,79.96,76.61,179.98,132.8,113.55,40,132.38,142.84,149.64
20170822,940.4,966.9,80.02,76.74,180.45,134.7,114.6,39.95,132.75,142.09,150.84
20170821,920.87,953.29,79.71,76.38,178.34,133.45,113.83,39.3,131.21,141.28,150.45
20170818,926.18,958.47,79.31,76.64,177.56,132.63,113.34,39.38,132.3,140,149.93
20170817,927.66,960.57,79.7,76.26,177.16,133.04,112.92,39.47,131.79,139.65,148.61
20170816,944.27,978.18,80.98,77.47,178.54,134.17,114.76,40.24,133.59,141.09,149.98
20170815,938.08,982.74,80.77,78.04,177.47,133.38,114.18,40.4,131.47,139.69,149.05
20170814,938.93,983.3,80.7,78.23,177.29,133.48,113.69,39.96,131.06,139.97,148.06
20170811,930.09,967.99,80.4,78.21,175.34,133.1,111.44,39.37,127.44,136.68,147.18
20170810,923.59,956.92,80.66,78.97,176.36,133.09,110.92,38.83,127.62,136.83,147.72
20170809,940.08,982.01,81.61,80.21,178.06,133.23,112.41,40.27,128.86,137.85,147.24
20170808,944.19,989.84,81.59,79.96,176.43,132.27,111.89,40.02,128.58,136.63,147.35
20170807,945.75,992.27,81.28,80.16,178.04,132.86,111.86,39.7,130.22,138.07,147.09
20170804,945.79,987.58,80.48,80.21,179.92,133.18,112.05,39.1,130.15,137.57,146.75
20170803,940.3,986.92,80.87,80.49,178.99,133.35,111.52,38.89,130.32,137.15,147.54
20170802,947.64,995.89,80.53,80.6,177.85,132.16,111.26,39.29,130.6,137.97,146.74
20170801,946.56,996.19,80.5,80.17,176.29,132.51,110.17,37.51,130.71,135.97,146.57
20170731,945.5,987.78,79.99,80.04,174.97,132.72,110.29,37.18,130.16,136.33,146.09
20170728,958.33,"1,020.04",79.81,79.6,174,131.85,109.66,37.38,132.26,138.34,145.12
20170727,952.51,"1,046.00",79.78,80.83,173.05,130.83,107.79,37.64,132.71,134.86,144.65
20170726,965.31,"1,052.80",78.9,80.37,173.02,130.95,112.29,38.37,135.03,137.87,145.49
20170725,969.03,"1,039.87",78.52,80.27,172.94,131.88,113.22,38.19,135.86,136.62,143.11
20170724,998.31,"1,038.95",76.89,79.87,171.37,133.01,112.15,38.02,135.22,137.07,143.15
20170721,993.84,"1,025.67",76.15,80.12,171.34,135.31,112.68,37.57,134.74,136.9,144.37
20170720,992.19,"1,028.70",76.02,80.86,171.33,136.57,112.58,37.59,135.21,136.24,143.48
20170719,992.77,"1,026.87",75.87,80.85,171.2,135.21,112.99,37.76,135.62,135.42,141.8
20170718,986.95,"1,024.45",76.2,80.6,170.31,134.46,111.83,37.52,134.16,136.18,141.49
20170717,975.96,"1,010.04",76.37,80.86,170.16,132.15,112.03,37.39,134.54,135.4,140.97
20170714,976.91,"1,001.81",76.34,81.28,169.47,132.6,112.41,37.26,134.31,136.04,141.66
20170713,968.85,"1,000.63",75.05,80.97,169.69,131.86,111.16,36.94,133.58,134.14,140.58
20170712,967.66,"1,006.51",73.94,80.96,169.92,132.23,110.57,36.44,133.82,133.88,140.78
20170711,953.53,994.13,73.47,80.6,169.24,131.23,110.07,36.38,132.96,130.93,140.75
20170710,951,996.47,73.23,80.16,170.25,131.55,110.21,36.27,133.34,131.21,141.03
20170707,940.81,978.76,75.33,80.22,171.14,132.54,110.36,36.05,133.06,133.14,140.48
20170706,927.69,965.14,75.47,80.12,170.2,132.52,109.24,35.68,132.43,131.54,139.57
20170705,932.26,971.4,75.32,80.85,171.85,133.64,110.52,36.02,132.66,132.25,138.82
20170703,919.46,953.66,75.36,82.1,171.8,132.9,110.61,35.88,134.18,131.41,139.62
20170630,929.68,968,75.68,80.73,169.37,132.29,110.59,36.01,132.55,132.32,140.13
20170629,937.82,975.93,75.93,80.7,169.3,132.64,109.78,35.92,131.67,132.82,139.97
20170628,961.01,990.33,76.51,81.53,169.89,133.82,110.08,36.46,133.64,134.53,141.02
20170627,948.09,976.78,76.01,81.11,167.35,135.01,109.67,35.93,132.23,135.75,142.27
20170626,972.09,993.98,75.5,81.24,167.49,136.34,111.01,36.46,132.88,132.46,144.23
20170623,986.09,"1,003.74",74.84,81.61,167.22,136.43,110.27,36.57,132.8,131.88,143.14
20170622,976.62,"1,001.30",75.52,81.08,168.32,136.05,109.07,36.41,132.47,130.87,141.59
20170621,978.59,"1,002.23",76.24,81.44,169.62,134.91,109.19,36.47,132.86,130.61,141.06
20170620,968.99,992.59,75.54,82.31,170.55,134.22,109.61,36.25,134.76,131.2,141.96
20170619,975.22,995.17,75.5,82.76,171.55,134.07,110.87,36.59,136.46,132.33,142.39
20170616,958.62,987.71,75.24,83.49,170.48,134.35,110.59,35.57,136,131.95,142.84
20170615,960.18,964.17,78.91,82.26,170.55,133.04,110.26,36.07,134.86,130.87,141.87
20170614,967.93,976.47,79.9,82.07,171.45,132.77,109.39,36.29,135.19,130.5,141.15
20170613,970.5,980.79,79.52,82.96,171.47,132.02,109.85,36.65,136.28,130.19,139.95
20170612,961.81,964.91,79.24,82.93,170.5,131.82,108.94,36.36,134.97,129.18,139.42
